,GSM1519728_Ji-Batch3-1_PrimeView_.CEL.gz,GSM1519729_Ji-Batch3-10_PrimeView_.CEL.gz,GSM1519730_Ji-Batch3-11_PrimeView_.CEL.gz,GSM1519731_Ji-Batch3-12_PrimeView_.CEL.gz,GSM1519732_Ji-Batch3-13_PrimeView_.CEL.gz
NPDC1,7.108565803,7.139629357,7.218087362,6.84895155,6.914022915
PMS2P11,6.792001423,6.962109244,6.721966679,6.836703826,6.965274019
TNFAIP6,11.51013981,10.66369629,10.29236785,10.58812504,8.602918776
RCAN1,7.328342534,7.305240491,7.348851226,7.35030054,7.394423261
PLEKHG5,6.623616839,6.727815462,6.770861558,6.888017122,6.84427499
RCAN3,5.981906107,5.759266012,6.016186565,5.415694702,5.666652477
RCAN2,5.073245731,5.023436168,5.447225764,4.970552391,5.057018661
LETM1,6.390200459,6.36487475,6.473620955,6.304733136,6.438387914
GRTP1,4.433211472,4.74237807,4.613192702,4.565127476,4.465826719
WASH7P,6.825784557,6.707392972,7.017934807,6.792262284,6.868975453
LETM2,5.477602063,5.587509503,5.520571896,5.602336941,5.223793074
RIMS3,5.091680911,5.192969321,5.350178627,5.257452337,5.398140914
PRKCSH,7.377460965,7.590345121,7.458107385,7.371995818,7.297579801
ADCYAP1,4.746653815,4.901735984,4.755303108,4.818579799,4.904004315
STT3B,7.235674494,7.253022396,7.286983516,8.543963113,7.093242534
UBE2J2,8.773479884,8.807294534,8.992906655,8.60482674,8.654068514
BRIX1,7.134081527,6.684445187,6.960332671,6.941249408,6.894924155
POTEG,6.249305644,6.023409203,6.164522978,5.997723375,6.091161317
HIC1,6.556261211,6.669299103,6.269554631,6.405220218,6.454597255
HIC2,7.013508141,6.940923158,6.849206052,6.88404187,7.090432423
WDR37,5.08379944,4.937773445,5.271588437,6.422691408,4.828934339
HFM1,3.866583977,3.805700388,3.829680202,3.979543999,4.725771676
RBM12,7.046824735,7.364976858,7.402449248,6.992399738,7.022101433
RBM11,4.734198096,4.822802043,4.66222409,4.731460744,4.922004176
RBBP9,7.017638589,6.88404187,6.922993676,6.746515186,6.865875232
SAP30BP,9.107426835,8.882622629,8.827809129,8.714515344,8.683116366
RBM16,9.188347267,9.093843496,9.121326474,9.028930706,9.117887414
RBM15,7.117404866,7.166080537,7.09249659,7.129024876,7.155203309
ICA1L,4.13004104,4.158507339,4.112741729,4.040635064,4.14393931
PARVB,5.777921689,6.013211573,6.053396038,6.112190933,6.196160146
SIT1,9.928274391,9.298598689,9.731641996,9.416937602,9.719960606
RBM19,7.394423261,7.038273634,7.428880291,6.992755221,7.349511087
PARVA,5.142425682,5.387870359,5.098581908,5.152223873,5.070908095
TPRA1,6.568701602,6.504960602,6.20561907,6.368286387,6.303555618
MVP,8.880104704,8.891636065,8.657761458,8.496356539,8.320140967
BEND7,4.888180109,5.216952313,4.906034258,4.717703818,4.775197915
BEND4,5.288567144,5.299194711,5.509340481,5.726388994,5.483892075
BEND5,5.100697649,4.93605153,5.181281177,5.720217287,5.792418735
BEND2,6.149802289,6.247445136,7.033772365,6.825214722,6.474890265
BEND3,6.257257916,6.287089929,6.309020424,6.3824731,6.376606344
NPAT,8.649354164,8.855441362,9.037965831,8.647731998,8.888178039
ARVCF,6.542497193,6.670075434,6.552444556,6.671090591,6.592755927
C1orf74,4.861888552,4.606501469,4.28018833,4.525521943,4.301145209
HSD11B2,4.988372428,4.975807749,5.214713156,5.069715246,4.946238274
RXRA,10.80635115,10.93665029,10.50061096,11.10546712,10.65100432
RXRB,6.483596401,6.394123406,6.598183124,6.758051339,6.5266813
CCNYL1,7.384551305,7.554538669,7.492609811,7.292538467,7.218315356
MVD,8.453670706,8.235877288,8.15872547,8.142402795,8.135786969
ALDH9A1,8.15512177,8.159280711,7.926243174,8.100356321,8.214259174
GRAMD1C,5.764486135,5.3354843,5.677188755,5.959630673,5.565840469
GRAMD1B,6.268013221,6.226854266,6.286496611,6.213033549,6.310095918
GRAMD1A,9.560904405,9.126629882,8.93803535,9.068056198,8.764143222
CXorf26,7.734112076,7.766841174,7.721572149,7.60234711,7.546448347
CXorf21,10.13750928,10.3592902,10.04156785,10.15075448,9.833776838
CXorf23,5.804465068,6.012907132,6.060712444,6.18166905,5.898728551
YAP1,4.028502615,3.999568453,4.17234031,4.077197968,4.034561536
GRXCR2,5.932343951,5.617015228,5.593352865,5.734058306,5.80393954
ALK,5.375408333,5.372866983,4.812817528,5.230573975,5.067283325
PLCG2,11.5257914,11.95197953,11.35369657,11.56737636,11.12518502
NTS,4.421052383,4.188632114,4.070297781,4.054203585,3.943777565
LOC645359,4.551885549,4.346429328,4.651500996,4.519399433,4.534425151
ALB,3.864723362,3.995787884,3.9960821,4.017067152,4.10241429
RELL1,4.89353307,5.05202092,4.546689196,4.663790272,4.287878156
RELL2,7.636217404,7.589955509,7.625212144,7.686894152,7.484416303
ABCA6,4.866427017,4.39256677,4.637227787,4.481827051,4.932869414
ABCA7,7.35436964,7.50057635,7.266046323,7.175715689,7.279993602
ABCA4,5.285257486,5.189561792,5.337678676,5.279790454,5.220057098
ABCA5,6.622313625,6.512407846,6.795852952,6.195274985,6.495477939
NTM,5.218734733,5.077580441,5.131137085,4.965679078,5.055251812
ABCA3,6.649988864,6.226083787,6.137529873,6.215411528,6.211409767
LOC100128644,6.617393851,6.531660962,6.567018912,6.604281224,6.781675119
ABCA1,5.671523785,4.409571848,5.729638985,5.514317753,5.348698037
RFT1,7.892810312,8.013744838,7.596623361,7.557081388,7.813234303
TUBGCP2,7.509577518,7.525154819,7.819485357,7.681259594,7.903426041
TUBGCP3,6.980047185,7.036098589,6.908614724,6.765308768,6.978143684
TUBGCP4,7.146432877,7.045304082,7.085660494,6.727815462,7.106603226
TUBGCP5,6.096666352,6.311884806,6.361127495,5.941559543,6.164522978
ABCA8,4.017067152,4.080970902,4.113931919,4.158507339,4.003198808
HAND1,6.299356545,6.275779873,6.285717722,6.515728191,6.223020084
HARBI1,7.18483038,7.008185322,6.934722359,7.277100001,6.686308141
PSMD9,7.807434411,7.886792501,7.831648903,7.789467664,7.644210679
HAND2,5.533162714,5.428844087,5.579370175,5.466012067,5.45389216
SPPL3,9.279569201,8.298782528,8.442076849,8.310866282,9.058006044
SIRPG,7.766467065,7.988756707,7.861997622,7.697221381,8.394887743
PSMD5,7.812505624,8.138469524,8.312687009,7.808944364,7.885707177
PSMD4,11.4367598,11.04511456,11.21767788,10.99672879,10.70879537
PSMD7,7.742468874,7.553535386,7.427875477,7.133028656,7.006024873
FLAD1,8.653599379,8.324347594,8.476571375,8.576566828,8.39825891
PSMD1,9.923284559,10.04845665,9.734831431,9.549583474,9.699879815
PSMD3,8.752636442,8.791017909,8.75794898,8.584989639,8.565603447
PSMD2,9.556027771,9.478027219,9.283638309,9.284448349,9.0995877
RTP4,7.571854946,7.686567775,7.913977026,7.576555178,7.262417135
AUP1,6.328323866,6.207871587,6.180581513,6.380158327,6.445794704
ZNF18,8.742247404,8.58443323,8.785071296,9.069686834,8.492586336
ZNF19,4.252121386,4.294296145,4.364443491,4.23813878,4.258982795
RTP1,6.060962205,5.864799611,5.994340668,5.902423669,5.844786591
ZNF14,5.007518982,5.115989509,5.486923068,4.823724319,5.047191181
ZNF16,6.383300195,6.520584064,6.319912589,6.467646616,6.326761274
ZNF17,7.288161073,7.069770962,7.621117081,7.522533223,7.407400393
ZNF10,6.170652665,6.084531338,6.430281965,6.035895434,6.013211573
ZNF12,8.567090523,8.351669257,8.487987807,8.20751021,8.216346376
SNORA18,4.343496288,4.906909548,4.411841785,4.353175939,4.70607962
MED13,6.996096294,11.03644998,6.942057433,7.099509764,7.075235859
FAM30A,7.402449248,6.937351005,7.068672471,7.202155772,6.987059287
HSD11B1,4.553363355,4.319527401,4.678590019,4.588489262,4.309863515
OR2B3,4.176610525,4.212745222,4.390182641,4.023317166,4.144304398
PLEKHG4B,5.6948921,5.667078513,5.69030318,5.795730519,5.775671356
MYBPHL,5.215858327,5.115465547,4.985469288,4.782415571,5.15484418
SELPLG,10.34397587,9.955162577,9.997669031,10.04845665,9.703890696
SNORA15,5.061765886,4.979100689,4.975580994,5.256265371,4.770941474
DHDDS,7.106152078,7.204910821,7.116020519,7.192654966,7.16988799
BAT4,8.292415908,8.352169923,8.045329633,8.112333704,8.075933292
OR8A1,5.190103429,5.402357861,5.435185129,5.274905203,5.277029538
C14orf101,7.736610956,8.189009692,7.941560966,7.364976858,7.105406701
HIST2H4A,6.22778779,6.16179961,6.29439086,6.004795225,5.850254119
SPON2,8.540833025,7.990688607,8.078682425,8.754317821,8.486325325
SPON1,5.150690121,4.867211145,4.838777097,5.062681839,5.055484343
PINX1,6.677330848,6.599745507,6.541253795,6.533366693,6.525926151
BANP,6.344997667,6.214632611,6.271135144,7.196998189,7.19830336
KIAA1737,5.948360503,6.123116214,6.310812517,5.98375673,5.814220082
CLNK,4.395481029,4.418226635,4.592307765,4.355117289,4.402861308
SCN8A,5.031787015,5.221909305,5.173813991,5.1106697,5.117988821
RGAG4,6.556797294,6.408012649,6.708182539,6.460751085,6.260257836
KIAA1731,6.876938904,7.144007999,7.369112742,6.829298709,6.941841217
SNORA10,7.326711315,7.12049918,7.161233278,7.085033931,7.293481633
RRN3,7.059747222,6.998847827,6.991586048,6.672553348,6.822680615
NDUFA10,8.832517824,8.861841419,8.814617,8.634543455,8.568120361
SNORA13,4.343280609,4.739422921,4.469495143,4.194152507,4.341293106
MCFD2,5.992502325,5.999527513,6.485933,5.642686076,5.839491203
ST6GALNAC5,4.227882861,4.048926504,4.051098505,4.057621917,4.029398793
ST6GALNAC4,7.522840877,7.151258941,7.3096161,8.157784029,7.616583726
ST6GALNAC3,4.835932709,5.037892014,4.743117368,4.958380578,4.777326587
ST6GALNAC2,8.215075779,8.93803535,8.654068514,9.177157049,8.274761503
ST6GALNAC1,5.572163165,5.303359902,5.84809383,5.490625856,5.442737931
COPS7A,7.978448691,7.910114146,7.747384665,7.787088155,7.74355249
NAF1,4.770213769,5.030781816,4.647453171,4.604110727,4.770433572
NMUR2,4.894338064,4.866941974,4.736221702,4.95763513,4.83151176
NMUR1,6.917925484,6.864018619,6.900006234,7.146945521,7.118346307
ZC4H2,5.927237157,5.529933832,5.840242318,5.467865845,5.839762251
NCK1,8.62934323,8.234458187,8.485443839,8.445590114,8.367627391
NCK2,6.903264394,7.067714113,6.915911773,7.459597225,6.996608835
RTN4RL1,5.549315007,5.368604559,5.625695826,5.533363409,5.516491489
DKK4,4.709596415,4.805061442,4.923557789,4.659262774,4.785482973
SPIRE1,5.118706147,5.036419237,5.129662324,5.101648222,4.739422921
DKK3,5.644267585,5.58494867,5.65548683,5.843847586,5.737011952
DKK1,4.925400574,4.662443922,5.049859724,5.318217796,5.192331282
RABGGTB,8.438131553,8.402465755,8.548181911,8.324782104,8.45323736
KIF13A,6.919646656,7.180858713,6.75577472,6.790698983,6.777132336
KIF13B,6.440628578,6.265894198,6.469520215,6.226083787,6.170397955
RABGGTA,7.684807929,7.587144463,7.699125873,7.749947174,7.777788176
PQLC2,6.932816998,7.011955484,6.893201269,6.891729156,6.959419288
CES4A,5.712218864,6.014844589,5.512642815,5.773528821,5.820250611
LILRA6,12.214332,11.6543252,11.51853439,11.84396445,11.52271984
LILRA4,6.757732136,6.830909781,6.78147431,6.670075434,6.713821387
AASDHPPT,8.968082288,8.335857897,8.798258425,8.388543269,8.484030712
LILRA2,8.772969594,8.873054541,7.52737055,8.511093918,8.54987454
LILRA3,7.997180954,8.841398572,8.099151096,8.867585427,8.17307139
LILRA1,8.146267572,8.30585955,8.012175457,8.362512977,8.309919234
LSMD1,9.748169102,9.499425955,9.425293663,9.487540627,9.242831569
AVPR1A,5.330954385,5.223024432,5.262216562,5.259313206,5.320926367
TGDS,7.927751598,7.673062914,7.813234303,7.392631334,7.487038101
DUSP18,6.714435875,6.573597611,6.360302558,6.637486745,6.258767241
TRAC,8.808455971,9.841962291,9.785910591,11.93544277,11.99284906
TNRC6B,9.184078988,9.292833642,9.052415566,9.005820985,9.074204198
UPRT,6.861332744,6.753513695,6.677918727,6.558905889,6.550908109
HPS5,8.150516684,8.486325325,8.45323736,8.361298333,8.32384812
HPS4,7.016651435,6.859642539,7.16988799,6.855867808,7.101232224
HPS6,9.050134968,9.004452646,8.876854258,8.813777721,8.724665211
HPS1,7.50986273,7.517398526,7.400350852,7.570547379,7.16215932
IGLL5,6.113767807,5.966391742,5.953949194,6.805643483,5.948696588
HPS3,8.715683309,8.570490046,8.919793046,8.751177584,9.017017574
EBLN2,8.711703605,8.913775904,8.446991756,8.428497361,8.28082737
ROPN1B,3.954980659,3.856669041,3.80857186,4.112975323,4.723332922
C20orf96,5.718717887,5.647525287,5.498805401,5.6532802,5.653014392
DOM3Z,7.352638102,7.199299577,7.318008291,7.364679605,7.400350852
C20orf94,6.716335651,6.817068116,6.74551048,6.505942678,6.42717933
BET3L,4.427816447,4.438463645,4.278829485,4.239525812,4.303813658
HERC2P4,5.931589597,5.940909316,6.145737606,5.981094815,6.125230324
NFE2L3,4.545088956,4.973850713,4.902970357,4.538599892,4.446355376
NFE2L2,11.87082586,11.69978769,11.55690593,11.79173333,11.92869045
NFE2L1,7.356384189,7.74696827,7.443325334,7.586165657,7.365286087
RAD23A,10.20235276,10.69967459,10.02148948,10.63219116,10.43956723
KLF5,6.036387051,6.756331952,6.491123177,5.700883008,5.907544457
ROPN1L,9.27378771,9.276950596,8.813135489,9.195731274,8.608390329
ZNF264,6.769187682,6.868484542,6.78709157,6.682075084,6.651035651
ZNF266,9.9649084,9.767926183,10.22962855,9.681110131,9.730414058
ZNF267,8.211192321,8.341273729,8.866255643,8.873586093,8.560824066
ZNF260,4.449678771,4.299804759,4.46301061,4.378674712,4.324570338
ZNF263,7.855506384,7.965985789,8.094194807,7.714904137,8.10211035
ARAP2,8.179657219,7.778767409,8.347983779,8.084644679,7.951540161
CLSPN,4.646094785,4.769765626,4.834278622,4.678108383,4.536536556
LOC100287467,4.718555203,4.50665684,4.735783735,4.609213879,4.546689196
ZNF467,8.174425219,8.420180044,8.144152771,8.333573202,8.15512177
HEPN1,6.118440348,6.259932909,5.602754029,5.885555609,5.918541093
C17orf46,4.256430054,4.548146655,4.000198392,4.415715366,4.445513852
C17orf47,4.894765142,4.942227629,4.729476794,4.923065131,4.628119799
C17orf42,6.787362532,6.948664048,7.073082719,6.853688919,6.621206967
NCKIPSD,6.720040187,6.577874594,6.661368992,6.793199762,6.833897226
PLBD1,6.534615734,4.85313463,6.028520385,8.730012068,9.246111744
OR51I1,5.832967249,6.284754795,6.218515911,6.08611765,5.970463097
OR52N5,4.35457694,4.319824675,4.14681941,4.36836949,4.166254878
ASNSD1,7.870137005,7.834825482,8.009037271,8.110320537,7.964791951
PTAR1,8.547107072,8.606278145,8.819871612,8.726418854,8.529223393
MCHR2,4.831005198,4.877353278,4.760029468,4.772769923,5.028213837
MCHR1,5.955157223,5.94993637,5.965450423,5.77056711,5.902660114
C17orf49,10.09907798,9.53145815,9.632399732,9.6883485,9.416937602
SCAND1,9.714748066,9.544888713,9.398932015,9.71061234,9.736303279
SCAND3,4.210655607,3.933371545,4.133055376,4.287554063,4.294296145
RBBP8,7.945261512,7.689187277,7.459029316,8.001868342,8.033365854
ROBLD3,8.431712398,8.492586336,8.444591765,8.37568602,8.307151762
KIRREL2,5.015729734,4.848618904,5.179594165,4.983602193,4.878091506
KIRREL3,5.14304007,5.075813523,5.107298703,5.06370759,4.969158986
CACHD1,5.739995972,5.851408224,5.945103562,5.707944499,5.821385414
STK17B,8.861841419,8.808799849,8.459569395,8.91232587,9.175563066
ACAD8,6.115399749,6.263277368,6.385047257,6.118140135,6.355109618
CEP350,8.880783034,7.967005063,8.106621997,8.519473217,8.538852332
STK17A,6.735633726,6.882305513,6.861332744,6.878465932,6.824170117
HPSE,8.073403809,9.578310427,9.101006101,9.27378771,8.83199132
AKD1,5.219766985,5.10791763,5.116925117,5.087129817,5.215163804
ZC3H11A,9.658293736,9.908208715,9.713254842,9.537379224,9.584576821
SIGLEC16,6.807610196,7.087351588,7.251596703,7.020143172,7.243297687
IAH1,6.835596838,6.510798334,6.74379507,6.757732136,6.595180212
ARID1B,7.986900607,8.405781675,8.499598579,8.317303064,8.408772112
ARID1A,6.78605287,6.576469953,6.703280995,6.750651971,6.547337158
LOC100130776,5.543552635,5.71738697,5.73305736,5.49111379,5.494733923
MANEA,6.217946922,6.523983626,6.691530967,6.283670022,6.276606082
RBKS,5.444648671,5.122781234,5.163230246,5.042443213,5.091151833
YEATS2,8.248552014,8.238483598,8.302215809,7.784366901,8.019856557
N4BP3,5.68173335,5.953189212,6.050182599,6.075014921,6.104888289
YEATS4,6.412205333,6.595414115,6.845475033,6.67088165,6.995018175
ANKFN1,4.388535531,4.145149238,4.445274584,4.265978547,4.089775182
YIPF1,9.45419161,9.223145236,9.04153477,8.94000536,8.625010043
YIPF3,7.825111576,8.746328807,8.673110547,8.248008428,8.667458239
KLF8,4.740168899,4.747097149,5.010792236,4.881787867,4.619566445
YIPF5,9.233174102,9.232107637,9.184078988,9.420132651,9.59936861
YIPF4,6.214632611,6.175420368,6.276787585,6.024661634,5.97601108
YIPF7,4.658236445,4.628368889,4.366327254,4.495104447,4.688035081
YIPF6,9.403170681,9.345380597,9.51216946,9.412476191,9.15916316
SDR39U1,9.463178325,9.406522572,9.078144666,9.221054695,9.392693
ZNF833P,4.641069752,4.651065263,4.67904382,4.613192702,4.454666772
CYB5R4,11.10214727,11.41865291,11.43293208,11.47595271,11.11462035
CYB5R3,7.633791971,7.674533827,7.528893257,7.759526647,7.772837205
VLDLR,4.642617847,4.796775165,4.397887663,4.656775258,4.549750085
CYB5R1,8.513591235,9.069686834,8.871041322,9.07982987,9.072134747
SPTAN1,5.915601958,5.819782147,5.812577186,5.486677677,6.08546074
SUDS3,8.583863352,8.884406223,8.859029104,8.741557982,8.574482674
RBBP5,7.075694562,7.237166716,7.021524216,7.137656961,7.09744533
TCEANC,5.024159554,4.976083624,5.015458888,4.937078115,4.827051903
KIF22,6.974707382,6.68182647,6.582358097,6.422927848,6.511904014
BTF3L4,6.824170117,7.173104909,7.076864136,7.116020519,6.99725091
CRHR2,5.440140148,5.362305067,5.512363666,5.527317,5.515258225
HEATR3,6.334403672,6.344564302,6.143883048,6.311131333,6.268804755
CAMSAP1L1,4.896921042,5.167344699,5.146628721,5.007518982,5.161831573
YPEL4,5.33069589,5.971726356,5.489426374,5.831278274,5.83273037
C19orf62,4.737287932,4.459274844,4.794146434,11.00987348,4.847791625
C19orf63,11.51450424,11.37806317,11.36428874,10.75868594,11.26578795
YPEL3,9.188650124,8.708502008,9.363660275,8.758856071,12.03227309
YPEL2,8.144564338,8.047464557,7.8560933,8.164958494,7.926579952
TRAF3IP3,8.489497179,8.426990139,8.345678532,8.32607491,8.362065912
FTSJ2,8.098121546,8.400131316,8.038829879,7.75358856,7.905406339
FTSJ3,9.723234553,9.355492181,9.344449034,9.043070218,9.452994712
MKL2,4.823994967,4.623829325,4.747765425,4.442364579,4.569270147
NCAM1,6.251879111,5.907012834,6.1291272,6.229426065,6.091339304
DERL1,9.026852122,9.191571743,9.06354536,9.075881323,8.567090523
DERL2,8.703635707,8.506026937,8.515732947,8.503926382,8.296043777
C11orf58,8.533183005,8.500802783,8.947579101,8.625460861,8.749870279
C11orf53,5.115202716,4.93806117,4.920926801,5.125336329,4.812314308
C11orf52,5.78976949,5.550537273,5.496283983,5.662127934,5.586633955
C11orf51,7.471061507,7.20099616,7.148721971,7.276519993,7.578857999
PRR24,8.780543979,8.586054083,8.398715904,8.938648332,8.894134276
C11orf57,7.70975516,7.7267626,7.790150481,7.820794212,7.827773667
PRR22,5.773528821,5.808163366,5.48561081,5.731383551,5.768930545
PRR21,5.919341651,6.062392842,5.836443482,6.044674356,6.215649432
C11orf54,8.451469029,7.630644445,7.988756707,8.002766892,7.643199963
DENND2D,11.06485776,10.52591404,10.92239222,10.27009379,10.84736954
OR52N1,4.704642606,4.619566445,4.530055603,4.921444526,4.868488004
SLC24A5,4.627527271,4.913956188,4.952244465,4.74143302,4.613192702
MXRA8,4.960498395,4.9325801,4.965084933,4.869505163,4.547894965
FAHD2B,4.827743618,4.942735839,4.830217237,4.620026806,4.655140423
NCR3,7.891248005,7.631366505,7.703661486,7.851174747,7.447830246
RAB41,4.943231144,4.887442282,4.969727413,4.737287932,4.785737189
TICAM2,4.700053123,5.17582439,5.371920428,5.067564649,5.450560292
MLLT10,6.633555834,6.49297499,6.671859262,6.344997667,6.926817701
FBN3,5.199858792,4.532981204,4.476998016,4.386326794,4.532715122
RAG2,4.064591992,3.913634918,4.107426387,3.971568094,4.101188545
DAP3,9.591669668,9.53849741,9.480813464,9.536277947,9.591669668
RAG1,4.049873516,4.085751264,4.007566464,4.128266869,4.137439766
LOC100129395,6.602892784,6.833338375,6.937076608,6.753785395,6.702794511
EIF4H,9.478027219,9.488705805,9.495444667,9.145413265,9.378588195
RPL24,6.011053323,8.790270155,8.67884677,10.0353555,11.69978769
EIF4E,5.283100687,5.498805401,5.868888423,5.754666362,5.727684022
OR6Q1,5.761994677,5.38640487,5.832512801,5.675740921,5.806174846
SLC24A1,5.721519833,5.916677053,5.924624216,5.582048998,5.718201865
BCAR1,6.625680793,6.702478085,6.694538098,6.833608931,6.741208857
BCAR3,3.934088452,3.840482596,3.766439899,3.815019294,4.824784426
CCDC104,6.432627313,6.471437294,6.629818203,6.441629206,6.720040187
DPEP1,5.417286881,5.308762269,5.363126629,5.182307939,5.396584724
MRPS34,9.862828552,9.79590584,9.86956607,9.713254842,9.714748066
HSPBAP1,7.666801908,7.830130018,8.367627391,7.895740963,7.442795655
GANC,5.796227023,5.613173472,5.802548628,5.729638985,5.551003455
HAT1,8.288710161,8.210654419,8.201077459,8.24465273,8.088003452
CD97,7.064204148,7.20202509,9.256358757,10.41852002,11.86422932
CCDC106,6.535080952,6.542497193,6.389946611,6.452532923,6.533576845
CD93,7.839969872,9.08269478,11.67089971,11.72293724,11.84115934
CGA,4.332715687,4.468670842,4.111510219,4.208416233,4.110652291
S100A7A,4.514263612,4.53141653,4.524842524,4.490688076,4.436869579
CCDC108,5.135763283,5.456618198,5.351793616,5.411235248,5.310910296
CLVS2,4.31927969,4.316900775,4.164762319,4.398860334,4.335678938
DEFB103A,5.071174488,5.145032168,5.204973742,5.081821198,5.01245725
EFNB2,5.133585523,5.035897503,5.172542013,5.121067491,5.068870823
EFNB3,5.252798878,5.163997868,5.21898198,5.653938943,5.343464918
HDAC3,8.201891766,8.193045951,8.28082737,8.010891984,7.991513429
EFNB1,5.486923068,5.397861168,5.45965284,5.480240958,5.327380732
HDAC5,7.905726832,7.847264936,7.823672065,8.095490104,7.760853058
PI4KB,9.057297405,9.030210744,8.182728084,8.218765357,8.235877288
HDAC7,8.315872869,8.220111535,8.356537869,8.490000967,8.270261749
HDAC6,7.330574201,7.322557801,7.186881522,7.324248907,7.001422247
HDAC9,5.38283905,5.394579019,5.314137802,4.706853708,5.109900227
HDAC8,5.797643534,6.031305869,5.767060526,5.59739126,5.599626209
C6orf54,5.81599366,5.921393495,6.016709122,6.059823314,5.984824308
TMEM161A,7.400350852,7.489481355,7.254156819,7.265762118,7.271920784
TMEM161B,5.508835491,5.837432157,5.692577636,5.775459644,5.540682126
KCTD16,5.098993348,5.227124326,4.94416938,5.163997868,5.015729734
NHLH2,4.217659447,4.58587216,4.405616353,4.277988488,4.403361322
OXSR1,8.043504977,8.041979609,7.923866532,7.98915226,7.998347688
ITIH1,4.880200025,4.995718169,4.934331682,5.069962029,4.940434026
ITIH3,5.075813523,5.254748242,5.391152919,5.309486543,5.354052398
ITIH2,4.149717279,4.337374302,4.320628802,4.335414009,4.307358901
ITIH5,5.388855012,5.466270089,5.298747311,5.308278667,5.206228413
ITIH4,6.491365483,6.395390967,6.604779492,6.397427026,6.350474487
LOC100506226,4.806706395,4.39037728,4.591843631,4.590196262,4.552138022
FILIP1,4.649260691,4.846209631,4.762397466,4.509096128,4.71296289
LOC100130522,5.996396742,6.081224117,6.140421951,6.108630405,6.236978686
CDT1,5.474436386,5.77713362,5.509773528,5.752957555,5.492398578
UCMA,4.300314369,4.447127785,4.257425452,4.260743875,4.283063284
PTPLAD2,7.304424276,7.218315356,7.570895798,7.293481633,7.198787077
CST8,4.626598531,4.847332989,4.560348119,4.426845342,4.688213263
CHPT1,9.841139993,10.60571491,11.13406965,10.40798191,10.70426778
TRAPPC10,8.451001546,8.491511894,8.889567738,8.664215026,8.583863352
CST2,7.235941879,7.409356124,7.088180475,7.266395005,7.474406492
CST3,10.10328047,10.65100432,10.11946359,10.21289825,10.16959308
CST1,5.538693681,5.568883486,5.592367776,5.568371908,5.539107332
CST6,5.709520827,5.886677243,5.597660166,5.823613454,5.545829365
CST7,11.79137982,10.95046611,10.80206564,10.76831967,9.723234553
CST4,7.936039696,8.034073437,7.8842037,8.058049049,8.217749349
TNFSF4,6.069178409,6.26425959,6.224122482,6.335437916,6.358395934
ASB3,8.686594605,8.951588814,8.988444229,8.666304779,8.876854258
PTPLAD1,8.693056892,8.608390329,8.639576371,8.393460241,8.410717142
RRS1,9.579885563,9.314411225,9.445157398,9.078144666,9.707095903
CSTA,10.47552716,10.27897493,10.10495874,10.39918782,9.649003844
GMPPA,7.314970333,7.061577797,7.001422247,7.05451923,6.923192451
GMPPB,7.722655384,7.70129321,7.901954041,7.755400354,7.821837389
PML,7.190250037,7.229092655,7.238348921,7.07439013,7.087654928
AOAH,10.58812504,10.70222601,10.69714236,10.30073215,10.27009379
GPRIN3,5.493149099,5.353073061,5.795488077,5.392184354,5.247210053
SND1,9.465368713,9.587513937,9.539841964,9.45419161,9.559509995
JOSD1,7.609339724,7.611115438,7.635210641,7.495100518,7.620437887
PRSS16,5.521292501,5.359270115,5.430766165,5.376639179,5.212940629
OR2W3,7.141239511,7.859408091,7.568295819,8.28528533,6.782772637
JOSD2,7.12049918,7.346789791,7.289018742,7.251367179,7.361976901
OXGR1,4.285201253,4.277988488,4.279558444,4.232695364,4.146030218
OIT3,6.132610955,6.12785003,6.126193383,6.160935595,5.729438623
OR10H2,5.207502461,5.099435736,4.954470904,4.982162986,4.799894736
REEP5,7.745358506,7.647123477,7.712886419,7.838948848,7.541629381
OR10H1,7.030053934,6.947669913,6.802648557,7.292894998,7.043813713
OR10H4,4.215166162,4.055146155,3.942652922,3.883525998,3.961411234
KL,4.482903137,4.435164287,4.404649788,4.08354081,4.448962167
CEP57,6.624311492,6.355109618,6.641014229,6.247221031,6.530137158
ANKRD32,6.460300941,6.379322465,6.932816998,6.393388878,6.300120227
RPL10A,5.157588494,6.534615734,7.064204148,9.08269478,8.98286872
RAD52,5.245342141,5.31552325,5.426205754,5.306146146,5.388670255
RAD51,4.552889662,5.051309545,4.681685244,4.667506383,4.734454235
C3AR1,9.97341515,10.3136984,9.088693305,9.88859613,10.11321914
AMIGO1,6.5905792,6.56921071,6.348231939,6.487429501,6.622535101
RPL10L,6.329834908,6.285951402,6.211409767,6.40565821,6.379886759
AMIGO3,7.067072453,7.213721485,7.129024876,7.335390918,7.35030054
AMIGO2,5.77372016,5.518736678,5.944336922,5.555398092,5.936772892
CCDC163P,4.599130767,4.758821896,4.600140096,4.626598531,4.656775258
SRCAP,6.685812563,6.929523093,6.856414078,7.028868996,7.143672404
RPL36A,8.783598491,11.38510846,11.48392984,11.63298353,11.35733068
USP1,9.913602653,9.548436575,4.980924015,9.429144184,4.769277557
USP2,4.423981427,4.670033363,4.749422553,4.718157723,4.749907167
USP12,6.121566558,6.349670264,6.504960602,6.061422886,5.617329942
USP4,8.716036498,8.364236017,9.424007215,11.70834424,11.88984418
USP5,7.375608381,7.110860567,6.931394887,7.280935734,7.298139448
